timestamp,bot,minor,user,domain,old_length,new_length,length_diff,length_diff_percent
1726188903.0,False,False,Situxx,www.wikidata.org,3332.0,4250.0,918.0,27.55102040816326
1726188898.0,False,,Number 57,en.wikipedia.org,,,,
1726188896.0,False,False,HK5201314,zh.wikipedia.org,44017.0,44551.0,534.0,1.213167639775541
1726188899.0,False,False,Dmytro Tarnavsky,uk.wikipedia.org,11102.0,11128.0,26.0,0.234192037470726
1726188903.0,True,False,Emijrpbot,commons.wikimedia.org,4091.0,5710.0,1619.0,39.57467611830848
1726188902.0,True,False,Twofivesixbot,www.wikidata.org,26019.0,24258.0,-1761.0,-6.768130981206041
1726188902.0,True,False,WP 1.0 bot,en.wikipedia.org,10134.0,10134.0,0.0,0.0
1726188902.0,True,True,BadzilBot,commons.wikimedia.org,11242.0,11284.0,42.0,0.37359900373599
1726188895.0,True,,JJMC89 bot III,en.wikipedia.org,,,,
1726188903.0,False,False,Quesotiotyo,www.wikidata.org,6723.0,7075.0,352.0,5.235757846199613
1726188895.0,True,,JJMC89 bot III,en.wikipedia.org,,,,
1726188903.0,True,False,Leaderbot,commons.wikimedia.org,3623.0,3623.0,0.0,0.0
1726188904.0,True,False,Cewbot,www.wikidata.org,38856.0,40272.0,1416.0,3.644224830142063
1726188903.0,False,False,Fenoharimanana,mg.wiktionary.org,,216.0,,
1726188903.0,False,False,2804:14D:149B:92E1:C9EA:6D25:A94C:FF5C,commons.wikimedia.org,3346.0,3385.0,39.0,1.1655708308427972
1726188904.0,True,False,Emijrpbot,commons.wikimedia.org,3350.0,4967.0,1617.0,48.26865671641792
1726188900.0,False,True,Lepricavark,en.wikipedia.org,18364.0,18402.0,38.0,0.2069265955129601
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188904.0,True,False,Emijrpbot,commons.wikimedia.org,3476.0,5093.0,1617.0,46.51898734177215
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188904.0,False,False,Quesotiotyo,www.wikidata.org,6360.0,6712.0,352.0,5.534591194968554
1726188901.0,False,False,Tgeorgescu,en.wikipedia.org,53598.0,14891.0,-38707.0,-72.21724691219822
1726188903.0,False,,Fenoharimanana,mg.wiktionary.org,,,,
1726188904.0,False,False,DrThneed,www.wikidata.org,7748.0,8551.0,803.0,10.363964894166235
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188903.0,False,,Fenoharimanana,mg.wiktionary.org,,,,
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188902.0,True,,BadzilBot,commons.wikimedia.org,,,,
1726188903.0,False,,Fenoharimanana,mg.wiktionary.org,,,,
1726188904.0,True,True,BadzilBot,commons.wikimedia.org,8365.0,8407.0,42.0,0.502092050209205
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188904.0,False,False,Stuartyeates,www.wikidata.org,9296.0,9611.0,315.0,3.38855421686747
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188903.0,True,False,Twofivesixbot,www.wikidata.org,26140.0,24379.0,-1761.0,-6.736801836266258
1726188903.0,False,False,Dimartz,es.wikipedia.org,6950.0,7270.0,320.0,4.60431654676259
1726188904.0,True,False,WP 1.0 bot,en.wikipedia.org,18272.0,20172.0,1900.0,10.398423817863398
1726188905.0,True,False,Cewbot,www.wikidata.org,40272.0,40700.0,428.0,1.0627731426301152
1726188904.0,False,False,Sotho Tal Ker,www.wikidata.org,67395.0,67742.0,347.0,0.514874990726315
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188904.0,True,False,InternetArchiveBot,ln.wikipedia.org,2483.0,2526.0,43.0,1.7317760773258155
1726188901.0,False,,Mordant Fuzz,commons.wikimedia.org,,,,
1726188899.0,False,,TheNewLayoutReallySucks,en.wikipedia.org,,,,
1726188903.0,False,,2804:14D:149B:92E1:C9EA:6D25:A94C:FF5C,commons.wikimedia.org,,,,
1726188905.0,False,False,Albertoleoncio,www.wikidata.org,11075.0,11494.0,419.0,3.783295711060948
1726188905.0,False,False,Quesotiotyo,www.wikidata.org,6363.0,6715.0,352.0,5.531981769605531
1726188904.0,True,False,BotMultichillT,commons.wikimedia.org,683.0,4339.0,3656.0,535.285505124451
1726188905.0,False,False,Stuartyeates,www.wikidata.org,4719.0,5034.0,315.0,6.675143038779402
1726188904.0,True,,BadzilBot,commons.wikimedia.org,,,,
1726188905.0,False,False,DrThneed,www.wikidata.org,7826.0,8629.0,803.0,10.260669562995146
1726188905.0,True,False,Cewbot,www.wikidata.org,40700.0,42084.0,1384.0,3.4004914004914
1726188905.0,True,False,CuratorBot,commons.wikimedia.org,7600.0,9342.0,1742.0,22.92105263157895
1726188905.0,True,True,BadzilBot,commons.wikimedia.org,8364.0,8406.0,42.0,0.5021520803443328
1726188904.0,True,False,Twofivesixbot,www.wikidata.org,27853.0,26116.0,-1737.0,-6.236312066922773
1726188905.0,False,False,IdeasMagnet,www.wikidata.org,18274.0,18267.0,-7.0,-0.0383057896464922
1726188905.0,False,False,Amire80,www.wikidata.org,69765.0,69687.0,-78.0,-0.1118039131369597
1726188905.0,False,False,Quesotiotyo,www.wikidata.org,6721.0,7073.0,352.0,5.237315875613748
